"NPI","State","total_synthetic","total_opioids","percent_synthetic","percent_deaths"
"1790763779","WI","0","18","0","0.00014853606648982808"
"1790764306","WI","217","1095","0.19817351598173516","0.00014853606648982808"
"1790764561","MA","0","38","0","0.0001925943368598965"
"1790764850","WV","0","42","0","0.000338132258788203"
"1790765287","CA","0","129","0","0.00011794162977175439"
"1790766418","MD","231","290","0.7965517241379311","0.00018047454347530552"
"1790767499","NC","65","250","0.26","0.00013789517935512173"
"1790768513","WA","0","81","0","0.00014043078254228773"
"1790768646","AL","13","151","0.08609271523178808","0.0001495741790694624"
"1790768992","SC","0","0","0","0.00014681123279758752"
"1790769370","MD","0","11","0","0.00018047454347530552"
"1790769396","SC","0","284","0","0.00014681123279758752"
"1790772671","FL","0","12","0","0.0001347117506083509"
"1790772754","IN","0","48","0","0.00017836211832104634"
"1790773448","CA","0","20","0","0.00011794162977175439"
"1790774362","MO","0","14","0","0.00017653372149795232"
"1790777332","SC","0","73","0","0.00014681123279758752"
"1790777373","IL","16","84","0.19047619047619047","0.00013235383731035268"
"1790778009","FL","0","40","0","0.0001347117506083509"
"1790782506","OK","0","0","0","0.00020178841147591733"
"1790783256","NV","15","46","0.32608695652173914","0.00019533098028196475"
"1790786564","MN","82","345","0.23768115942028986","9.538076666211594e-05"
"1790786853","WV","125","499","0.250501002004008","0.000338132258788203"
"1790788255","IN","344","767","0.4485006518904824","0.00017836211832104634"
"1790788479","NC","28","65","0.4307692307692308","0.00013789517935512173"
"1790794261","FL","0","15","0","0.0001347117506083509"
"1790794824","NM","0","0","0","0.0002623140124117208"
"1790798692","KS","0","61","0","0.00011472181514790993"
"1790800357","OH","0","185","0","0.00023714852065646582"
"1790803757","IL","0","21","0","0.00013235383731035268"
"1790804813","NC","0","11","0","0.00013789517935512173"
"1790818722","NY","0","18","0","0.00011704163328647767"
"1790824290","TX","97","124","0.782258064516129","9.83432025015849e-05"
"1790825768","UT","0","49","0","0.00020786853056598153"
"1790827194","FL","11","11","1","0.0001347117506083509"
"1790833689","CA","18","18","1","0.00011794162977175439"
"1790841054","MO","0","27","0","0.00017653372149795232"
"1790846590","TX","48","222","0.21621621621621623","9.83432025015849e-05"
"1790849925","NY","0","11","0","0.00011704163328647767"
"1790850154","FL","0","0","0","0.0001347117506083509"
"1790852739","NJ","0","11","0","0.0001407969737977169"
"1790857167","WV","0","82","0","0.000338132258788203"
"1790861128","NC","15","15","1","0.00013789517935512173"
"1790861805","OH","56","407","0.1375921375921376","0.00023714852065646582"
"1790863348","CA","0","16","0","0.00011794162977175439"
"1790864064","GA","0","25","0","0.000120694540033208"
"1790865202","WA","17","65","0.26153846153846155","0.00014043078254228773"
"1790868735","CA","0","39","0","0.00011794162977175439"
"1790870673","MD","0","71","0","0.00018047454347530552"
"1790872653","FL","21","182","0.11538461538461539","0.0001347117506083509"
"1790874477","WA","0","12","0","0.00014043078254228773"
"1790879914","IN","69","136","0.5073529411764706","0.00017836211832104634"
"1790883080","CA","0","0","0","0.00011794162977175439"
"1790885820","CO","59","271","0.2177121771217712","0.00017064111137284096"
"1790886943","AZ","37","110","0.33636363636363636","0.00018274765551810394"
"1790890341","CA","0","38","0","0.00011794162977175439"
"1790891885","MO","100","162","0.6172839506172839","0.00017653372149795232"
"1790892016","AZ","43","271","0.15867158671586715","0.00018274765551810394"
"1790892115","CA","19","19","1","0.00011794162977175439"
"1790896231","CA","25","104","0.2403846153846154","0.00011794162977175439"
"1790898922","MD","0","0","0","0.00018047454347530552"
"1790899508","TN","0","63","0","0.00019535164681900091"
"1790921484","PA","0","13","0","0.00021387525921219534"
"1790928307","CT","29","65","0.4461538461538462","0.00017324419923917154"
"1790933414","IN","0","18","0","0.00017836211832104634"
"1790949337","OH","0","24","0","0.00023714852065646582"
"1790951200","IL","21","21","1","0.00013235383731035268"
"1790951333","TX","0","0","0","9.83432025015849e-05"
"1790965879","CT","0","12","0","0.00017324419923917154"
"1790966513","TX","17","38","0.4473684210526316","9.83432025015849e-05"
"1790966877","CA","0","44","0","0.00011794162977175439"
"1790976025","CA","0","0","0","0.00011794162977175439"
"1790978260","WI","0","28","0","0.00014853606648982808"
"1801005194","SC","0","47","0","0.00014681123279758752"
"1801006960","MS","0","27","0","0.00011232923699362832"
"1801009840","FL","0","0","0","0.0001347117506083509"
"1801021456","GA","15","62","0.24193548387096775","0.000120694540033208"
"1801022967","CO","0","0","0","0.00017064111137284096"
"1801023478","ID","0","19","0","0.00013150255313447502"
"1801041009","TX","0","58","0","9.83432025015849e-05"
"1801041207","VA","0","14","0","0.00011863825078794562"
"1801041231","CO","15","178","0.08426966292134831","0.00017064111137284096"
"1801044607","CA","21","50","0.42","0.00011794162977175439"
"1801047519","FL","0","39","0","0.0001347117506083509"
"1801052261","MA","0","22","0","0.0001925943368598965"
"1801053590","NC","0","18","0","0.00013789517935512173"
"1801061239","NY","0","11","0","0.00011704163328647767"
"1801062070","WA","0","47","0","0.00014043078254228773"
"1801071014","MD","39","94","0.4148936170212766","0.00018047454347530552"
"1801091467","ND","0","20","0","5.9442101319752885e-05"
"1801095138","CO","0","0","0","0.00017064111137284096"
"1801102959","AL","0","17","0","0.0001495741790694624"
"1801104427","TX","0","19","0","9.83432025015849e-05"
"1801112651","CA","0","65","0","0.00011794162977175439"
"1801136494","CA","0","33","0","0.00011794162977175439"
"1801142526","PA","17","205","0.08292682926829269","0.00021387525921219534"
"1801145149","MA","0","13","0","0.0001925943368598965"
"1801145230","TN","458","2372","0.19308600337268128","0.00019535164681900091"
"1801157300","GA","0","11","0","0.000120694540033208"
"1801159918","IN","0","32","0","0.00017836211832104634"
"1801161591","IN","11","11","1","0.00017836211832104634"
"1801162227","CA","0","0","0","0.00011794162977175439"
"1801169230","SC","0","0","0","0.00014681123279758752"
"1801174966","CA","220","1625","0.13538461538461538","0.00011794162977175439"
"1801180450","FL","118","118","1","0.0001347117506083509"
"1801180815","OR","0","21","0","0.00013282223067557407"
"1801181581","AZ","0","0","0","0.00018274765551810394"
"1801187489","TN","0","58","0","0.00019535164681900091"
"1801224217","CA","0","52","0","0.00011794162977175439"
"1801230487","TX","0","11","0","9.83432025015849e-05"
"1801233614","MI","0","12","0","0.00017805853942278718"
"1801237508","OH","0","0","0","0.00023714852065646582"
"1801800867","TN","0","12","0","0.00019535164681900091"
"1801802780","UT","0","0","0","0.00020786853056598153"
"1801803390","WA","0","50","0","0.00014043078254228773"
"1801806542","MA","11","11","1","0.0001925943368598965"
"1801806948","IN","0","206","0","0.00017836211832104634"
"1801809157","MI","60","146","0.410958904109589","0.00017805853942278718"
"1801815055","PA","0","68","0","0.00021387525921219534"
"1801819222","AZ","0","72","0","0.00018274765551810394"
"1801824024","CA","0","20","0","0.00011794162977175439"
"1801824784","NC","31","60","0.5166666666666667","0.00013789517935512173"
"1801826904","CA","0","0","0","0.00011794162977175439"
"1801827589","NY","60","181","0.3314917127071823","0.00011704163328647767"
"1801829114","TN","0","0","0","0.00019535164681900091"
"1801830153","MA","13","13","1","0.0001925943368598965"
"1801836523","NM","103","405","0.254320987654321","0.0002623140124117208"
"1801838578","TN","112","308","0.36363636363636365","0.00019535164681900091"
"1801839816","MI","0","116","0","0.00017805853942278718"
"1801844709","FL","0","351","0","0.0001347117506083509"
"1801847744","FL","69","128","0.5390625","0.0001347117506083509"
"1801850086","OR","0","34","0","0.00013282223067557407"
"1801850821","CA","47","61","0.7704918032786885","0.00011794162977175439"
"1801853148","NM","35","79","0.4430379746835443","0.0002623140124117208"
"1801854914","TX","13","13","1","9.83432025015849e-05"
"1801855085","NC","0","39","0","0.00013789517935512173"
"1801855234","IL","12","12","1","0.00013235383731035268"
"1801860549","CA","0","32","0","0.00011794162977175439"
"1801860630","NY","0","12","0","0.00011704163328647767"
"1801861166","OK","0","0","0","0.00020178841147591733"
"1801861802","PA","0","17","0","0.00021387525921219534"
"1801863204","NJ","82","161","0.5093167701863354","0.0001407969737977169"
"1801864004","PA","29","178","0.16292134831460675","0.00021387525921219534"
"1801864012","TN","30","187","0.16042780748663102","0.00019535164681900091"
"1801864327","WA","11","144","0.0763888888888889","0.00014043078254228773"
"1801864509","MO","0","0","0","0.00017653372149795232"
"1801866413","MO","45","189","0.23809523809523808","0.00017653372149795232"
"1801866462","IL","28","153","0.1830065359477124","0.00013235383731035268"
"1801871694","IN","95","408","0.23284313725490197","0.00017836211832104634"
"1801875646","NY","0","0","0","0.00011704163328647767"
"1801876115","TX","180","538","0.3345724907063197","9.83432025015849e-05"
"1801876735","MA","34","116","0.29310344827586204","0.0001925943368598965"
"1801878145","PA","145","732","0.19808743169398907","0.00021387525921219534"
"1801882303","WV","293","1215","0.2411522633744856","0.000338132258788203"
"1801885017","AZ","13","92","0.14130434782608695","0.00018274765551810394"
"1801886148","NJ","0","13","0","0.0001407969737977169"
"1801887518","FL","0","0","0","0.0001347117506083509"
"1801891734","CA","12","141","0.0851063829787234","0.00011794162977175439"
"1801892161","PA","12","42","0.2857142857142857","0.00021387525921219534"
"1801893524","NC","64","362","0.17679558011049723","0.00013789517935512173"
"1801894985","MD","0","0","0","0.00018047454347530552"
"1801895883","KY","49","312","0.15705128205128205","0.00024503474738328144"
"1801898390","MA","0","23","0","0.0001925943368598965"
"1801899141","MO","0","79","0","0.00017653372149795232"
"1801900311","KS","19","44","0.4318181818181818","0.00011472181514790993"
"1801900725","OH","68","102","0.6666666666666666","0.00023714852065646582"
"1801908074","FL","26","116","0.22413793103448276","0.0001347117506083509"
"1801913090","MI","0","14","0","0.00017805853942278718"
"1801916044","CA","0","20","0","0.00011794162977175439"
"1801924295","CA","0","13","0","0.00011794162977175439"
"1801930391","NY","0","12","0","0.00011704163328647767"
"1801944624","CA","0","281","0","0.00011794162977175439"
"1801958434","WI","0","189","0","0.00014853606648982808"
"1801958947","IL","0","14","0","0.00013235383731035268"
"1801964788","FL","0","0","0","0.0001347117506083509"
"1801969225","MI","0","0","0","0.00017805853942278718"
"1801970264","CA","0","42","0","0.00011794162977175439"
"1801974449","TN","0","21","0","0.00019535164681900091"
"1801974688","CA","0","30","0","0.00011794162977175439"
"1801974985","CA","0","22","0","0.00011794162977175439"
"1801979620","CA","0","41","0","0.00011794162977175439"
"1801979752","NJ","12","12","1","0.0001407969737977169"
"1801982475","IA","0","0","0","8.542539256850857e-05"
"1801987433","AL","158","752","0.21010638297872342","0.0001495741790694624"
"1801987847","KY","109","1117","0.09758281110116383","0.00024503474738328144"
"1801991591","NC","0","0","0","0.00013789517935512173"
"1801993068","FL","43","43","1","0.0001347117506083509"
"1801993811","VT","101","304","0.33223684210526316","0.00013245455851140225"
"1801998166","NV","66","140","0.4714285714285714","0.00019533098028196475"
"1801999453","MN","0","116","0","9.538076666211594e-05"
"1811000300","PA","34","107","0.3177570093457944","0.00021387525921219534"
"1811001167","MI","14","44","0.3181818181818182","0.00017805853942278718"
"1811001696","NJ","0","12","0","0.0001407969737977169"
"1811004369","WI","140","651","0.21505376344086022","0.00014853606648982808"
"1811004435","AZ","0","59","0","0.00018274765551810394"
"1811005457","FL","52","230","0.22608695652173913","0.0001347117506083509"
"1811005580","TN","0","22","0","0.00019535164681900091"
"1811006786","CA","0","18","0","0.00011794162977175439"
"1811007321","IN","0","28","0","0.00017836211832104634"
"1811008089","MT","33","66","0.5","0.00012313269271497737"
"1811018153","GA","0","0","0","0.000120694540033208"
"1811034549","TX","0","31","0","9.83432025015849e-05"
"1811044639","MA","0","22","0","0.0001925943368598965"
"1811058258","AL","25","142","0.176056338028169","0.0001495741790694624"
"1811058381","MD","0","11","0","0.00018047454347530552"
"1811060130","NY","0","41","0","0.00011704163328647767"
"1811060841","MA","0","0","0","0.0001925943368598965"
"1811063811","WA","0","0","0","0.00014043078254228773"
"1811065030","MD","0","48","0","0.00018047454347530552"
"1811065949","FL","0","0","0","0.0001347117506083509"
"1811067275","IL","30","56","0.5357142857142857","0.00013235383731035268"
"1811071459","WA","0","0","0","0.00014043078254228773"
"1811074586","CA","0","0","0","0.00011794162977175439"
"1811081326","IL","21","49","0.42857142857142855","0.00013235383731035268"
"1811082415","CA","34","232","0.14655172413793102","0.00011794162977175439"
"1811082803","MD","70","189","0.37037037037037035","0.00018047454347530552"
"1811084726","MA","0","218","0","0.0001925943368598965"
"1811088552","NC","46","119","0.3865546218487395","0.00013789517935512173"
"1811089873","CT","0","0","0","0.00017324419923917154"
"1811092935","NC","0","13","0","0.00013789517935512173"
"1811093198","MA","19","157","0.12101910828025478","0.0001925943368598965"
"1811094584","TX","0","0","0","9.83432025015849e-05"
"1811095342","WI","0","40","0","0.00014853606648982808"
"1811097108","SC","0","22","0","0.00014681123279758752"
"1811099401","CA","0","15","0","0.00011794162977175439"
"1811124530","AZ","0","19","0","0.00018274765551810394"
"1811126543","NV","0","41","0","0.00019533098028196475"
"1811136468","AL","0","39","0","0.0001495741790694624"
"1811138845","NY","0","15","0","0.00011704163328647767"
"1811141229","TX","0","87","0","9.83432025015849e-05"
"1811143639","NY","0","22","0","0.00011704163328647767"
"1811150048","MN","82","229","0.35807860262008734","9.538076666211594e-05"
"1811155112","MI","0","41","0","0.00017805853942278718"
"1811156482","WI","69","207","0.3333333333333333","0.00014853606648982808"
"1811160385","WA","0","47","0","0.00014043078254228773"
"1811182983","CA","103","629","0.16375198728139906","0.00011794162977175439"
"1811189269","AR","67","100","0.67","0.00012029575183662215"
"1811194749","OK","0","0","0","0.00020178841147591733"
"1811196314","WV","0","24","0","0.000338132258788203"
"1811197320","NC","70","159","0.44025157232704404","0.00013789517935512173"
"1811207087","MA","0","77","0","0.0001925943368598965"
"1811208242","CA","0","20","0","0.00011794162977175439"
"1811210537","TX","33","113","0.2920353982300885","9.83432025015849e-05"
"1811213879","OK","105","184","0.5706521739130435","0.00020178841147591733"
"1811217417","CO","33","50","0.66","0.00017064111137284096"
"1811221211","TX","12","32","0.375","9.83432025015849e-05"
"1811222706","GA","31","31","1","0.000120694540033208"
"1811235294","NC","0","0","0","0.00013789517935512173"
"1811237001","TN","35","997","0.03510531594784353","0.00019535164681900091"
"1811241136","AZ","0","0","0","0.00018274765551810394"
"1811252166","WA","0","96","0","0.00014043078254228773"
"1811254113","CO","0","41","0","0.00017064111137284096"
"1811263411","WV","22","119","0.18487394957983194","0.000338132258788203"
"1811268527","NJ","0","0","0","0.0001407969737977169"
"1811276694","MI","0","16","0","0.00017805853942278718"
"1811283427","NV","0","20","0","0.00019533098028196475"
"1811284276","AZ","0","0","0","0.00018274765551810394"
"1811287782","OK","0","42","0","0.00020178841147591733"
"1811290646","CO","0","0","0","0.00017064111137284096"
"1811302623","ND","0","11","0","5.9442101319752885e-05"
"1811335425","MA","0","0","0","0.0001925943368598965"
"1811903271","PA","13","85","0.15294117647058825","0.00021387525921219534"
"1811903834","VA","0","0","0","0.00011863825078794562"
"1811904337","NM","65","160","0.40625","0.0002623140124117208"
"1811904865","NM","43","188","0.22872340425531915","0.0002623140124117208"
"1811907199","GA","14","65","0.2153846153846154","0.000120694540033208"
"1811908205","NY","30","41","0.7317073170731707","0.00011704163328647767"
"1811908288","IA","0","19","0","8.542539256850857e-05"
"1811911605","KY","22","367","0.05994550408719346","0.00024503474738328144"
"1811911993","WI","0","19","0","0.00014853606648982808"
"1811912769","PA","0","24","0","0.00021387525921219534"
"1811913643","GA","21","134","0.15671641791044777","0.000120694540033208"
"1811917297","AZ","36","231","0.15584415584415584","0.00018274765551810394"
"1811917305","CA","27","70","0.38571428571428573","0.00011794162977175439"
"1811923709","IL","52","103","0.5048543689320388","0.00013235383731035268"
"1811924210","FL","58","440","0.1318181818181818","0.0001347117506083509"
"1811924483","AZ","0","13","0","0.00018274765551810394"
"1811925951","AL","0","18","0","0.0001495741790694624"
"1811926017","WI","0","170","0","0.00014853606648982808"
"1811926124","NY","0","71","0","0.00011704163328647767"
"1811927759","NJ","0","12","0","0.0001407969737977169"
"1811927858","WI","0","12","0","0.00014853606648982808"
"1811928138","NY","26","71","0.36619718309859156","0.00011704163328647767"
"1811928534","WI","0","25","0","0.00014853606648982808"
"1811929334","OH","0","26","0","0.00023714852065646582"
"1811931348","MA","0","25","0","0.0001925943368598965"
"1811931520","ME","30","91","0.32967032967032966","0.00016261362250452081"
"1811931975","NC","28","120","0.23333333333333334","0.00013789517935512173"
"1811933955","PA","0","0","0","0.00021387525921219534"
"1811935430","VT","20","185","0.10810810810810811","0.00013245455851140225"
"1811938152","AZ","83","125","0.664","0.00018274765551810394"
"1811942923","NJ","0","16","0","0.0001407969737977169"
"1811943442","NH","18","62","0.2903225806451613","0.0002523689815853759"
"1811943798","SC","0","19","0","0.00014681123279758752"
"1811944010","CA","0","60","0","0.00011794162977175439"
"1811949829","CA","23","34","0.6764705882352942","0.00011794162977175439"
"1811953268","TX","0","21","0","9.83432025015849e-05"
"1811954837","PA","258","877","0.29418472063854045","0.00021387525921219534"
"1811955156","AL","18","18","1","0.0001495741790694624"
"1811955636","IL","74","368","0.20108695652173914","0.00013235383731035268"
"1811958341","NV","116","838","0.13842482100238662","0.00019533098028196475"
"1811962988","AK","0","27","0","0.00016867718994683948"
"1811963002","NY","54","134","0.40298507462686567","0.00011704163328647767"
"1811963234","FL","92","481","0.19126819126819128","0.0001347117506083509"
"1811965825","NC","0","114","0","0.00013789517935512173"
"1811967458","SC","576","1184","0.4864864864864865","0.00014681123279758752"
"1811971468","AL","75","75","1","0.0001495741790694624"
"1811971476","NC","0","13","0","0.00013789517935512173"
"1811971807","NH","0","16","0","0.0002523689815853759"
"1811972771","CA","0","11","0","0.00011794162977175439"
"1811974637","MN","102","249","0.40963855421686746","9.538076666211594e-05"
"1811974652","WA","0","11","0","0.00014043078254228773"
"1811975691","IA","0","13","0","8.542539256850857e-05"
"1811978059","IL","39","77","0.5064935064935064","0.00013235383731035268"
"1811978075","WA","217","888","0.24436936936936937","0.00014043078254228773"
"1811979867","TX","49","83","0.5903614457831325","9.83432025015849e-05"
"1811980014","GA","0","33","0","0.000120694540033208"
"1811980030","PA","26","75","0.3466666666666667","0.00021387525921219534"
"1811981244","KS","0","43","0","0.00011472181514790993"
"1811981723","OH","110","260","0.4230769230769231","0.00023714852065646582"
"1811982531","FL","0","0","0","0.0001347117506083509"
"1811982788","CO","12","36","0.3333333333333333","0.00017064111137284096"
"1811984149","AL","90","113","0.7964601769911505","0.0001495741790694624"
"1811984180","IA","163","380","0.42894736842105263","8.542539256850857e-05"
"1811984420","WA","0","38","0","0.00014043078254228773"
"1811984453","NM","0","27","0","0.0002623140124117208"
"1811984594","MI","114","114","1","0.00017805853942278718"
"1811984727","TX","93","422","0.22037914691943128","9.83432025015849e-05"
"1811986094","KY","0","11","0","0.00024503474738328144"
"1811987340","MA","11","22","0.5","0.0001925943368598965"
"1811988207","MN","0","0","0","9.538076666211594e-05"
"1811989015","NY","77","182","0.4230769230769231","0.00011704163328647767"
"1811989528","AZ","0","14","0","0.00018274765551810394"
"1811992308","NY","0","19","0","0.00011704163328647767"
"1811993454","CA","105","378","0.2777777777777778","0.00011794162977175439"
"1811994239","MO","31","56","0.5535714285714286","0.00017653372149795232"
"1811995145","TX","84","325","0.25846153846153846","9.83432025015849e-05"
"1811995525","WA","53","167","0.31736526946107785","0.00014043078254228773"
"1811995731","AL","652","2608","0.25","0.0001495741790694624"
"1811999261","CA","0","79","0","0.00011794162977175439"
"1821001090","PA","326","702","0.46438746438746437","0.00021387525921219534"
"1821005273","GA","30","226","0.13274336283185842","0.000120694540033208"
"1821005968","AZ","12","12","1","0.00018274765551810394"
"1821007055","CA","13","13","1","0.00011794162977175439"
"1821007683","WI","0","11","0","0.00014853606648982808"
"1821011594","IN","0","16","0","0.00017836211832104634"
"1821012220","WI","0","0","0","0.00014853606648982808"
"1821021783","KY","0","96","0","0.00024503474738328144"
"1821022989","FL","0","48","0","0.0001347117506083509"
"1821023904","IL","0","16","0","0.00013235383731035268"
"1821024639","TN","30","78","0.38461538461538464","0.00019535164681900091"
"1821025636","CA","0","35","0","0.00011794162977175439"
"1821026626","AZ","0","95","0","0.00018274765551810394"
"1821031253","TX","29","198","0.14646464646464646","9.83432025015849e-05"
"1821034364","LA","44","172","0.2558139534883721","0.00016798292930231954"
"1821035908","TN","0","55","0","0.00019535164681900091"
"1821037615","CA","96","722","0.1329639889196676","0.00011794162977175439"
"1821038043","OH","363","613","0.5921696574225123","0.00023714852065646582"
"1821039835","CA","0","37","0","0.00011794162977175439"
"1821041054","NJ","0","16","0","0.0001407969737977169"
"1821041823","IL","0","26","0","0.00013235383731035268"
"1821042680","IL","0","23","0","0.00013235383731035268"
"1821045733","MI","0","19","0","0.00017805853942278718"
"1821047473","OH","13","13","1","0.00023714852065646582"
"1821048323","TX","0","130","0","9.83432025015849e-05"
"1821049743","LA","27","192","0.140625","0.00016798292930231954"
"1821050014","NY","86","190","0.45263157894736844","0.00011704163328647767"
"1821050238","TX","0","37","0","9.83432025015849e-05"
"1821051467","SC","481","1325","0.3630188679245283","0.00014681123279758752"
"1821052143","PA","228","255","0.8941176470588236","0.00021387525921219534"
"1821054776","TX","0","18","0","9.83432025015849e-05"
"1821055104","PA","0","29","0","0.00021387525921219534"
"1821057696","OK","13","90","0.14444444444444443","0.00020178841147591733"
"1821057720","PA","0","0","0","0.00021387525921219534"
"1821058603","MD","23","91","0.25274725274725274","0.00018047454347530552"
"1821059593","NC","42","437","0.09610983981693363","0.00013789517935512173"
"1821059981","VA","0","34","0","0.00011863825078794562"
"1821060583","NY","0","34","0","0.00011704163328647767"
"1821061599","NV","132","536","0.2462686567164179","0.00019533098028196475"
"1821062043","CO","16","62","0.25806451612903225","0.00017064111137284096"
"1821062555","PA","0","14","0","0.00021387525921219534"
"1821067299","FL","384","432","0.8888888888888888","0.0001347117506083509"
"1821069162","TX","33","33","1","9.83432025015849e-05"
"1821070327","NY","0","18","0","0.00011704163328647767"
"1821070970","NY","55","153","0.35947712418300654","0.00011704163328647767"
"1821071341","TN","0","198","0","0.00019535164681900091"
"1821072208","NC","0","24","0","0.00013789517935512173"
"1821072398","GA","0","0","0","0.000120694540033208"
"1821074477","IA","0","100","0","8.542539256850857e-05"
"1821075821","MN","98","380","0.2578947368421053","9.538076666211594e-05"
"1821076498","MD","82","254","0.3228346456692913","0.00018047454347530552"
"1821076886","IA","225","557","0.40394973070017953","8.542539256850857e-05"
"1821077710","OH","0","113","0","0.00023714852065646582"
"1821078080","WA","40","52","0.7692307692307693","0.00014043078254228773"
"1821079906","IA","0","18","0","8.542539256850857e-05"
"1821080953","CO","11","80","0.1375","0.00017064111137284096"
"1821081860","GA","432","1263","0.342042755344418","0.000120694540033208"
"1821082207","IN","0","12","0","0.00017836211832104634"
"1821082330","FL","0","0","0","0.0001347117506083509"
"1821082876","FL","44","55","0.8","0.0001347117506083509"
"1821084567","IL","0","0","0","0.00013235383731035268"
"1821086174","WA","13","36","0.3611111111111111","0.00014043078254228773"
"1821086414","TX","41","75","0.5466666666666666","9.83432025015849e-05"
"1821089293","NV","34","73","0.4657534246575342","0.00019533098028196475"
"1821091703","TX","111","231","0.4805194805194805","9.83432025015849e-05"
"1821091901","IN","46","254","0.18110236220472442","0.00017836211832104634"
"1821092792","PA","85","402","0.21144278606965175","0.00021387525921219534"
"1821096876","PA","24","100","0.24","0.00021387525921219534"
"1821100975","FL","0","14","0","0.0001347117506083509"
"1821104464","MO","0","57","0","0.00017653372149795232"
"1821106832","WI","53","64","0.828125","0.00014853606648982808"
"1821107491","MS","0","18","0","0.00011232923699362832"
"1821109380","AL","0","21","0","0.0001495741790694624"
"1821119660","SC","0","58","0","0.00014681123279758752"
"1821137522","CA","0","0","0","0.00011794162977175439"
"1821149840","WI","92","211","0.43601895734597157","0.00014853606648982808"
"1821150905","HI","0","0","0","0.00011181906109024297"
"1821157033","CA","0","580","0","0.00011794162977175439"
"1821163866","MA","0","0","0","0.0001925943368598965"
"1821166448","CA","18","98","0.1836734693877551","0.00011794162977175439"
"1821168808","LA","25","82","0.3048780487804878","0.00016798292930231954"
"1821169939","TX","29","115","0.25217391304347825","9.83432025015849e-05"
"1821171067","NC","14","14","1","0.00013789517935512173"
"1821179235","IN","102","545","0.1871559633027523","0.00017836211832104634"
"1821184763","CA","20","84","0.23809523809523808","0.00011794162977175439"
"1821188640","WA","20","109","0.1834862385321101","0.00014043078254228773"
"1821189309","OR","0","71","0","0.00013282223067557407"
"1821189812","CA","0","13","0","0.00011794162977175439"
"1821193525","TN","79","504","0.15674603174603174","0.00019535164681900091"
"1821198821","CA","0","367","0","0.00011794162977175439"
"1821199100","WI","0","199","0","0.00014853606648982808"
"1821199696","LA","153","882","0.17346938775510204","0.00016798292930231954"
"1821205386","CA","0","14","0","0.00011794162977175439"
"1821206004","TN","0","48","0","0.00019535164681900091"
"1821207416","CA","0","35","0","0.00011794162977175439"
"1821210600","TX","36","193","0.18652849740932642","9.83432025015849e-05"
"1821210808","NY","19","50","0.38","0.00011704163328647767"
"1821212994","TX","0","99","0","9.83432025015849e-05"
"1821216573","LA","0","12","0","0.00016798292930231954"
"1821222100","IL","20","51","0.39215686274509803","0.00013235383731035268"
"1821223165","IA","0","13","0","8.542539256850857e-05"
"1821226432","WI","0","19","0","0.00014853606648982808"
"1821226887","ND","27","72","0.375","5.9442101319752885e-05"
"1821228321","MI","12","12","1","0.00017805853942278718"
"1821234402","FL","0","34","0","0.0001347117506083509"
"1821241571","TX","0","14","0","9.83432025015849e-05"
"1821251893","FL","12","106","0.11320754716981132","0.0001347117506083509"
"1821252800","MN","26","52","0.5","9.538076666211594e-05"
"1821254095","OH","50","926","0.05399568034557235","0.00023714852065646582"
"1821265166","AR","0","13","0","0.00012029575183662215"
"1821275439","MI","0","0","0","0.00017805853942278718"
"1821282682","CO","36","82","0.43902439024390244","0.00017064111137284096"
"1821282757","SC","88","196","0.4489795918367347","0.00014681123279758752"
"1821292301","GA","20","20","1","0.000120694540033208"
"1821292616","MI","0","13","0","0.00017805853942278718"
"1821296161","MI","0","0","0","0.00017805853942278718"
"1821296617","FL","0","0","0","0.0001347117506083509"
"1821298951","KS","0","0","0","0.00011472181514790993"
"1821306747","TX","50","155","0.3225806451612903","9.83432025015849e-05"
"1821313479","NY","0","0","0","0.00011704163328647767"
"1821315540","NY","0","0","0","0.00011704163328647767"
"1821315847","MN","12","79","0.1518987341772152","9.538076666211594e-05"
"1821316407","CT","11","11","1","0.00017324419923917154"
"1821320201","MS","78","341","0.2287390029325513","0.00011232923699362832"
"1821325150","NY","0","52","0","0.00011704163328647767"
"1821331513","OR","0","11","0","0.00013282223067557407"
"1821341264","MA","244","1585","0.15394321766561514","0.0001925943368598965"
"1821346230","OH","0","36","0","0.00023714852065646582"
"1821347097","FL","0","17","0","0.0001347117506083509"
"1821351438","NC","560","3893","0.14384793218597483","0.00013789517935512173"
"1821352816","NE","29","49","0.5918367346938775","6.689800890118148e-05"
"1821358516","OH","0","18","0","0.00023714852065646582"
"1821368382","PA","340","1765","0.19263456090651557","0.00021387525921219534"
"1821372764","SD","62","83","0.7469879518072289","7.456706715888821e-05"
"1821376476","GA","25","119","0.21008403361344538","0.000120694540033208"
"1821381245","WV","0","0","0","0.000338132258788203"
"1821382292","PA","0","0","0","0.00021387525921219534"
"1821387754","MO","0","13","0","0.00017653372149795232"
"1821394644","TX","0","12","0","9.83432025015849e-05"
"1821396946","OK","0","72","0","0.00020178841147591733"
"1821426628","PA","0","62","0","0.00021387525921219534"
"1821428442","OR","0","92","0","0.00013282223067557407"
"1821436775","NC","0","0","0","0.00013789517935512173"
"1821438235","KY","15","58","0.25862068965517243","0.00024503474738328144"
"1821439852","RI","0","14","0","0.00023490006286191965"
"1831101435","OH","0","21","0","0.00023714852065646582"
"1831103381","CA","101","392","0.2576530612244898","0.00011794162977175439"
